id,board,black_score,best_move
3429,rnbqkb1r/ppp1pp1p/5np1/8/2PP1P2/8/PP1P2PP/RNBQKBNR w KQkq - 1 5,-22.0,g1f3
73548,8/8/7k/4KP2/8/1b6/8/2R5 b - - 6 87,-580.0,h6h5
39425,8/1p3p2/1knp4/1Bqb2P1/r4Q2/2P1R3/3K2P1/4N3 w - - 0 32,-417.0,b5a4
73328,8/8/8/8/3bK3/8/5k2/1B6 w - - 25 87,0.0,b1a2
55297,3R4/5r2/3Pk3/5p2/4b1p1/8/5P1P/3R2K1 w - - 5 51,-396.0,d6d7
37190,1k6/5pNp/p7/1p1rn3/8/1pP3P1/P6P/4R1K1 b - - 1 30,619.0,e5f3
3534,rnbqk1r1/pppp1ppp/5n2/2b1p3/2P5/5NP1/PP1PPPBP/RNBQK2R w KQq - 5 5,-252.0,f3e5
38544,r5k1/5pp1/p1R4p/p1r5/8/7P/5PP1/4R1K1 b - - 3 31,577.0,c5c6
71590,3b4/8/8/4k3/8/4K3/8/1B6 b - - 2 81,0.0,d8g5
36590,r7/1pk2p2/2npb3/1Bq5/P5PQ/2P1RN2/4K1P1/8 b - - 10 29,8.0,e6c4
29359,r6k/1ppq2bn/4b3/pPPp4/3P2Bp/P1N1P1P1/8/1RBQ1K2 b - - 0 23,685.0,e6g4
588,rnbqkb1r/pppppppp/5n2/8/1P6/4P3/P1PP1PPP/RNBQKBNR b KQkq - 0 2,30.0,e7e5
43390,1r3k2/5Bp1/8/2p4p/P2Rpr2/1P6/1P3P2/2K3R1 w - - 0 36,-19.0,d4d5
20606,r3r1k1/pp1qbppp/4b3/2p5/3pR2Q/1P1P2P1/P1PN1P1P/R1B3K1 b - - 6 17,591.0,e7h4
45310,7k/p3br2/4r2p/Ppp2p1P/3p1P2/1P1P1KN1/2P5/4BR2 b - - 4 38,349.0,e6e3
70548,R1B5/6k1/8/3P1bp1/7p/4Kp2/8/5B2 b - - 0 78,-547.0,f5g6
49714,3r4/1b1nrpk1/1p1p2pp/p6P/2PPP1P1/P1NB4/3K1R2/R7 b - - 10 43,-80.0,d7f6
60126,7R/1pkb4/8/3p2P1/1r6/5N2/5K2/8 w - - 1 58,10.0,h8h7
70837,8/8/2k2N1p/2P1Kp2/3P4/8/8/6r1 b - - 4 79,48.0,g1g5
78772,2NK4/k6r/2R5/8/8/8/8/8 b - - 78 106,0.0,a7b8
68350,8/8/8/8/B1K2b2/k7/8/8 b - - 0 73,0.0,f4e5
53901,8/2rR1pk1/6p1/4p3/3b3P/6P1/4B3/5K2 w - - 1 49,-519.0,d7c7
78628,4r3/8/8/8/5N2/5K2/1k6/8 w - - 6 106,10.0,f4g6
5394,rnbqk1nr/ppp2pbp/4p1p1/8/2PP1P2/5N2/PP1PK1PP/RNBQ1B1R b kq - 1 6,168.0,b8c6
71791,5r2/4R3/8/8/N5K1/8/3k4/8 b - - 64 82,4.0,f8f1
38214,4r1k1/4rp1p/1pbp1np1/p7/2PPP1P1/P1NB3P/5K2/1R2R3 w - - 1 31,-379.0,d4d5
37495,6k1/pp5p/8/3p1pp1/3Rb3/bP1NP1P1/P1r2P1P/3R2K1 b - - 1 30,-164.0,b7b5
2581,rnbqkb1r/pppp1ppp/5n2/8/3Q4/N3B3/PPP1PPPP/R3KBNR b KQkq - 2 4,121.0,d7d5
28816,2k4r/1pp1Rppp/p4r2/8/B4b2/2P2P2/PP3P1P/R6K b - - 5 23,94.0,f4d6
60201,8/3k4/8/R1r5/5P2/8/6bK/8 b - - 1 58,602.0,c5a5
20756,r3k2r/4b1p1/p3pn1p/1Np5/4p2P/4P1P1/PP2K1B1/3R3R b kq - 0 17,539.0,a6b5
2487,rnbqkb1r/pp1p1ppp/4pn2/2p5/2PN4/2N5/PP1PPPPP/R1BQKB1R b KQkq - 1 4,605.0,c5d4
60412,7R/1pkb4/8/6P1/3p1r2/5N2/4K3/8 b - - 1 58,381.0,d7g4
22306,2kr1b1r/pp4pp/2n3q1/1B2p3/8/Q1P1p3/PP1N2PP/2KRR3 b - - 1 18,679.0,e3d2
19875,r3qrk1/pp3ppp/5n2/8/2Q5/2P5/P4PPP/R1B2RK1 w - - 1 17,12.0,c1g5
13034,r3kb1r/1p3pp1/p1n2n1p/2p5/2b1pN1P/2N1B3/PPP2PP1/3RKB1R w Kkq - 4 12,-499.0,f1c4
25808,2kr3r/pp2b1pp/8/4R3/8/1Qq5/PP1N2PP/2KR4 w - - 0 21,-675.0,b3c3
42325,5rkb/p7/4r2p/Ppp2p1P/3p4/1P1P1PN1/2PB2K1/7R w - - 2 35,231.0,f3f4
10328,r1bq3r/1ppk1pbp/5np1/p1Pp4/1P2p3/P3P3/1B1P1PPP/RN1QKB1R w KQ - 0 10,-75.0,d1a4
6527,r1bqk2r/pp2bppp/2n2n2/2ppp3/4P3/N2P1NP1/PPP2PBP/R1BQ1RK1 b kq - 2 7,42.0,e8g8
60149,8/3N3R/4k3/8/3K4/8/8/r7 b - - 16 58,9.0,e6f5
66950,8/3k4/7p/5p1P/2PK4/1RNP4/rp6/4r3 b - - 9 70,87.0,b2b1r
39066,4r3/p5p1/2k3pn/2p3B1/N1Pp1PPp/PP4bP/3K4/5R2 w - - 1 32,0.0,b3b4
50426,R7/8/8/1P3pk1/3P2p1/5b2/1r3P1P/2R3K1 b - - 5 44,467.0,f3a8
26137,r1r3k1/1bqn1pbp/6p1/p1p1p3/P1Q1P3/2P1BNPB/5P1P/R1R3K1 b - - 1 21,-13.0,d7b6
49564,R7/8/8/1P3p2/3P2pk/5b2/1r3P1P/3R2K1 b - - 3 43,465.0,f3d1
57393,2Rr4/7k/8/7p/6r1/3K4/8/2R5 w - - 5 54,-415.0,c8d8
46564,8/8/1R6/1P1p1pkp/6p1/4PbP1/1r3P1P/3R2K1 w - - 1 40,-249.0,d1c1
69485,8/8/1b6/4kp2/2B3P1/4pK2/8/8 w - - 1 76,0.0,g4g5
64194,3k4/8/1R5p/3r1p1P/r1P2N2/1p1P4/4K3/8 w - - 1 65,-486.0,f4d5
31455,4r2r/p5p1/2k2np1/2pp2B1/N3R1Pp/1P3PbP/P1P5/R2K4 b - - 2 25,610.0,d5e4
37074,1r2r1k1/5p1p/1pbp2p1/p2n4/2PPP3/P1NB3P/5KP1/1R2R3 w - - 1 30,-551.0,c4d5
54307,4r3/1R6/2p2k2/7p/P5r1/3K4/8/6R1 b - - 13 49,555.0,g4g1
37456,3r1r2/1p4k1/6pp/p4p2/P2P3b/2P2B2/1P6/R4RK1 b - - 2 30,219.0,b7b6
8024,r1bqkbnr/2p2pp1/p1n5/1Q1p2Pp/8/7P/PPP1PPB1/RNB1K1NR b KQkq - 0 8,713.0,a6b5
61518,4k3/R7/p5Np/Ppr2p1P/r7/3P4/2P5/2K5 b - - 13 60,326.0,a4a2
30892,r4rk1/pp2b2p/6p1/2p3q1/3pN3/1P1P1PQ1/P1PB3P/5RK1 w - - 6 25,-523.0,d2g5
42332,5rk1/p5b1/3r3p/Ppp2p1P/3p4/1P1P1PN1/2PB2K1/7R w - - 2 35,174.0,h1e1
2560,rnbqkb1r/pppp1ppp/5n2/8/6Q1/N7/PPP1PPPP/R1B1KBNR b KQkq - 2 4,701.0,f6g4
59603,7k/R3N3/p6p/Ppr2p1P/r7/3P4/2P5/4K3 b - - 7 57,380.0,c5c2
14470,r3k2r/1p3pp1/p1nbNn1p/2p5/4p2P/2N1B3/PPP2PP1/3RKB1R w Kkq - 1 13,-615.0,e6g7
30328,2r3k1/p2q1pp1/1p3n1p/8/Q7/2Pr3P/PB3PP1/1R3RK1 b - - 6 24,637.0,d7a4
2124,rnbqkb1r/ppp1pppp/8/3p4/4n3/3P1NP1/PPP1PP1P/RNBQKB1R w KQkq - 1 4,-466.0,d3e4
72056,8/8/2k2N1p/2P5/3PK1r1/8/8/8 w - - 3 83,-665.0,f6g4
27591,2r3k1/p1q2pp1/1p3n1p/8/Q7/2P4P/PB1rRPP1/1R4K1 b - - 2 22,610.0,d2e2
46545,4r3/8/1pB3pk/p4p1p/P2P4/2P5/1P1b2K1/7R w - - 6 40,-507.0,c6e8
5269,rnbq1rk1/ppp1ppbp/3p1np1/8/2PP4/1P4P1/PB2PPBP/RN1QK1NR b KQ - 0 6,-5.0,b8d7
61716,R7/5pk1/7p/P7/7K/4PP2/5r2/8 w - - 1 61,-298.0,h4g3
76859,7Q/6K1/8/8/7r/k7/8/8 w - - 1 98,-666.0,h8h4
30361,r4rk1/pp2b2p/6p1/2p3Bq/3pN3/1P1P1PQ1/P1P4P/R5K1 b - - 5 24,321.0,f8f3
47906,3r4/1B6/p4k2/2R4P/2p5/1p2P3/4Kn2/8 b - - 1 41,416.0,b3b2
45377,5k2/3R1p2/4p1p1/8/6Bp/r1b4P/5PP1/6K1 b - - 3 38,126.0,f7f5
27493,r1r3k1/1bq2pbp/1n4p1/p1Q1p3/P3P3/2P1BNPB/5P1P/R1R3K1 b - - 0 22,364.0,c7c5
77681,8/8/3b4/4k3/4B3/5K2/8/8 b - - 40 100,0.0,d6c7
6556,rnbqk2r/pp2bpp1/4pn1p/2pp4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 1 7,-26.0,b8c6
74388,8/7B/8/4b3/3k4/5K2/8/8 w - - 19 90,0.0,h7b1
79948,5R2/6K1/8/8/8/5k2/8/3r4 b - - 86 116,0.0,f3e4
56660,8/3R1p2/1b3kp1/4p2P/8/6P1/4B1K1/2r5 w - - 5 53,-132.0,d7d6
7293,r2qkb1r/pp2pppp/2n1bn2/3p4/2PP4/P3BN2/1P3PPP/RN1QKB1R w KQkq - 3 8,-51.0,c4c5
75671,8/8/8/8/N4R2/4K3/2k3r1/8 b - - 88 94,0.0,g2g8
21140,2kr3r/1pp2ppp/p7/3nb3/8/1BP2P2/PP3P1P/R1B2RK1 w - - 1 18,3.0,f1e1
59983,8/3r4/R2P1k2/5p2/4bP2/7p/7K/4R3 w - - 1 58,-327.0,h2h3
36582,r7/1pk2p2/2npb3/1Bq5/P5PQ/2P1R3/3K2P1/4N3 b - - 10 29,81.0,c5d5
41780,4r1k1/5p2/p5pp/pR3r2/8/R6P/5PP1/6K1 b - - 5 34,669.0,a6b5
71512,8/8/8/8/2Kb4/8/1k6/1B6 b - - 14 81,0.0,d4e5
35074,2r3k1/p4pp1/7p/p1n5/8/B1r2P1P/6P1/1R2R1K1 b - - 0 28,444.0,c5d3
64037,8/6k1/R1P2r1p/3P2p1/6b1/P1K2p2/8/5B2 b - - 2 64,0.0,g4f5
3151,rnbqk1nr/ppp1ppb1/6pp/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 0 5,-93.0,c4d5
41132,2B1k3/5pp1/4b3/p3R3/2P4r/8/PP6/3K4 w - - 1 34,-90.0,c8e6
53128,8/1R6/7k/p6P/B2r4/4P3/1p6/3nK3 w - - 4 48,-518.0,b7b6
52990,8/8/8/8/3k4/rR6/8/6K1 w - - 15 48,-505.0,b3a3
5926,rnbq1rk1/ppp2pbp/3p1np1/4p3/2PP4/1P4P1/PB2PPBP/RN1QK1NR w KQ - 0 7,-42.0,d4e5
71752,3b4/8/5k2/5B2/8/5K2/8/8 w - - 3 82,0.0,f3f4
28237,2r3k1/p1q2ppn/1p5p/8/Q7/2P4P/P2r1PP1/1RB1R1K1 w - - 3 23,-564.0,c1d2
66863,8/3N4/3k4/r7/8/8/4K3/4R3 b - - 40 70,11.0,a5a3
15365,r4rk1/1b2qppp/np1ppn2/p3N3/1pPP4/PQ2P3/1P1N1PPP/R2B1RK1 b - - 1 13,526.0,d6e5
6521,r1bqk2r/pp2bppp/2n2n1B/2ppp3/4P3/3P1NP1/PPP2PBP/RN1Q1RK1 b kq - 2 7,331.0,g7h6
68078,8/3N4/3k4/8/5K2/8/8/4R2r w - - 45 73,-498.0,e1h1
11227,r2qk2r/1pp1bppp/p1n1b3/3P4/5Q2/5N2/PPP2PPP/R1B1KB1R w KQkq - 1 11,-512.0,d5e6
4839,r1bqk2r/pppnbppp/5n2/3pp3/1PP5/P3P3/1B1P1PPP/RN1QKBNR w KQkq - 1 6,-18.0,c4d5
19858,2kr1b1r/p1p2pp1/5n2/2pp2B1/3P2Pp/1PNb1P2/P1PKN2P/R6R w - - 2 17,-417.0,d2d3
65440,8/2Nk4/1R5p/r4p1P/2P5/3PK3/rp6/8 b - - 3 67,628.0,d7c7
39585,3R4/p2Rrk2/b1p2p1p/4p3/2r1P2p/2B2P2/2P3PK/8 b - - 3 32,460.0,c4c3
77244,8/8/8/8/N3R3/1k4r1/3K4/8 b - - 98 99,0.0,g3g1
43808,8/p4k1p/8/3p1p2/1P2b1p1/4P1P1/1r3P1P/R2R2K1 b - - 3 36,-192.0,f7g6
33379,2r3k1/pp3p1p/6p1/3p4/3qbNQ1/bP2P1P1/P4P1P/4R1K1 w - - 0 27,-611.0,g4c8
20963,r2q1rk1/1pp3bn/4b3/pPPp1pp1/3Pp2p/P1NQP2P/1B2BPP1/1R3RK1 b - - 1 17,581.0,e4d3
32856,7r/3R2p1/p6p/1pp1k3/7P/4P1PB/nP3K2/8 b - - 1 26,150.0,c5c4
5196,r1bqkb1r/pp3ppp/2n2n2/2ppp3/8/1P1P1NP1/P1P1PPBP/RNBQ1RK1 b kq - 0 6,46.0,c8e6
20041,r4k1r/pp2pp1p/1q3np1/1B1N4/8/P4Q1P/1P1b1PP1/R2R2K1 w - - 8 17,-588.0,d5b6
61073,R7/5pk1/8/P5rp/7K/4P3/5P2/8 w - - 0 60,-907.0,h4g5
6144,r1bqk2r/pppp1ppp/2n2n2/6N1/2P1p3/6P1/PP1PPKBP/RNBQ3R w kq - 1 7,-372.0,f2e1
77807,8/8/N7/8/4RK2/8/1k6/6r1 b - - 102 101,0.0,b2a1
72468,5r2/8/8/2N3K1/3R4/8/4k3/8 b - - 68 84,0.0,e2f3
33665,1r4k1/5pp1/1p2b1Bp/p7/1P4P1/P1R1P2P/3r1P2/5RK1 b - - 1 27,402.0,f7g6
14961,2kr1b1r/p1p2pp1/2p2n2/3p1b1p/3P4/1PN2PP1/P1P1N2P/R1BK3R b - - 4 13,82.0,h5h4
7909,r1bqk2r/ppB1bpp1/2n1pn1p/2pp4/3P4/2P1PN2/PP1N1PPP/R2QKB1R b KQkq - 3 8,657.0,d8c7
71092,8/8/1k1N4/3K4/8/8/2R4r/8 w - - 25 80,-658.0,c2h2
32294,2r3k1/p2q3p/1p3pp1/3b1p1P/3Q1P2/5N2/PP4P1/3R2K1 w - - 2 26,-381.0,d4d5
19947,r1br2k1/1p2b1p1/1qn1pn1p/p2pNp2/P2P3P/2PB4/1PQN1PPB/R4RK1 w - - 3 17,-110.0,e5g6
39187,6k1/p6p/2r5/1p1p1pp1/1N1Rb3/bP2P1P1/P4P1P/3R2K1 w - - 2 32,-633.0,b4c6
22608,2r3k1/rb1n1pbp/p3p1p1/q1p3B1/P1Q1P3/2P2NP1/5PBP/R1R3K1 w - - 7 19,-13.0,f3d2
67346,r7/8/3k4/2N5/4K3/8/8/4R3 b - - 42 71,25.0,a8e8
10436,r1bqk2r/pp3pp1/2n2n1p/2bp4/8/2N2NP1/PPQ1PPBP/R1B2RK1 b kq - 1 10,-21.0,e8g8
6219,rnbqk2r/1ppp1ppp/p7/1Nb5/P2pP1n1/5N2/1PP2PPP/R1BQKB1R w KQkq - 0 7,1.0,b5d4
15455,rnb1k3/1pppqppr/1b6/1p2P3/P5P1/3QBN2/1PP1K1P1/R4B2 b q - 1 13,476.0,h7h8
53457,8/8/1p6/p2B1pk1/PP1P1bpp/2P5/8/5K2 b - - 3 48,526.0,f4d2
24882,r5k1/pp3p1p/6p1/2qp1b2/6PQ/1P2P3/Pb2NPKP/3R3R b - - 0 20,-72.0,f5c2
17337,r3k2r/1p2b3/p3pn1p/2p3p1/1n2p2P/2N1B1P1/PPP2PB1/3RK2R w Kkq - 0 15,-120.0,h4g5
17056,r2q1rk1/1b1n1pbp/p3p1p1/2p5/P1Q1P3/2n2NP1/1P3PBP/R1B2RK1 w - - 0 15,61.0,b2c3
48003,3r4/1b1nrpk1/1p1p2pp/p6P/2PPP1P1/P1NB4/2K2R2/1R6 b - - 6 41,-156.0,d7f6
35853,1r2bk2/8/p1p1B3/3p2pp/P3P2P/1P3r2/1P1R1P2/2K4R w - - 0 29,-220.0,e4d5
9876,rn1qk2r/pb1nppbp/6p1/1NpP4/2p5/5NP1/PP2PPBP/R1BQ1RK1 w kq - 3 10,-200.0,c1f4
23209,r1b5/1p2kpp1/p3p3/N3n2r/3R4/2P1P3/PP4BP/2K4R b - - 0 19,128.0,a8a7
2790,rnbqkbnr/pp2pppp/8/2p5/3Pp1QP/8/PPP2PP1/RNB1KBNR b KQkq - 1 4,741.0,c8g4
20579,2rq1rk1/pp3ppp/5n2/8/2Q5/2P5/P4PPP/R1B1R1K1 b - - 2 17,552.0,c8c4
56082,8/8/2b2R2/8/p1Pk1P2/5r2/3NK3/8 w - - 3 52,-511.0,d2f3
45776,8/8/1pB3pk/p4p1p/P2P4/2P2K2/1P2r3/2b4R w - - 4 39,-445.0,f3e2
51004,8/1pkbRQq1/3p4/r7/5N2/8/5KP1/8 w - - 2 45,-862.0,e7d7
29843,r4rk1/4qbp1/p1p1n3/2npQ2p/P6P/1N2PN1B/1PP2P2/2KR3R w - - 1 24,-508.0,b3c5
68119,6b1/8/5k2/1R6/7r/5K2/8/8 w - - 14 73,-3.0,f3e3
71855,3R4/8/8/4k3/8/4K3/8/3r4 b - - 18 82,546.0,d1d8
41864,1R6/p4k1p/8/3p1pp1/4b3/1P2P1P1/r4P1P/3R2K1 b - - 2 34,-147.0,g5g4
39828,7r/8/p2kB3/1p4RP/2p5/4P3/1n1K4/8 b - - 1 32,432.0,d6e6
20534,2kr1b1r/p1p2pp1/5nb1/3p2B1/3p1NPp/1PN2P2/P1PK3P/R6R b - - 1 17,539.0,f8b4
44737,3r4/1b1nrpk1/1p1p2pp/p7/2PPP1PP/P1NBK3/1R6/1R6 b - - 6 37,-153.0,d7f6
73621,8/8/8/2kP2R1/4B3/7p/5K2/8 b - - 1 87,-1120.0,h3h2
51319,8/8/2b2p2/2k2p2/pRP2P2/6r1/P2N4/4K3 b - - 1 45,664.0,c5b4
58684,8/3r4/R2P1k2/5p2/6pP/3b4/5P2/4R1K1 w - - 1 56,-325.0,a6c6
21374,4r1k1/pp3p1p/2pp2p1/q1P2b2/2P4Q/1P2P1P1/Pb2NP1P/3R1K1R w - - 2 18,-250.0,c5d6
80443,3b4/8/6K1/8/8/6k1/2B5/8 w - - 97 123,0.0,c2b1
61682,5k2/R7/5r1p/2P3pP/3P1pb1/P1K5/8/7B b - - 1 60,64.0,f4f3
72036,4R3/8/5k2/8/8/4K3/8/3r4 w - - 19 83,0.0,e8f8
19824,r4rk1/1b3pbp/p3p1p1/q1p1n3/P1Q1P3/2P2NP1/3B1PBP/R4RK1 w - - 3 17,21.0,f3e5
42252,b5r1/3R1Qbk/6p1/p1p1p1B1/P7/q4PP1/4K2P/8 w - - 2 35,201.0,e2f2
15845,r1bq1nk1/pp3pbp/2pp2p1/8/2PPQ3/1P2P1P1/PB2NP1P/R3K2R w KQ - 1 14,-259.0,e4g2
4602,rnbq1rk1/ppp1ppbp/5np1/3p4/2P5/1P4P1/PB1PPPBP/RN1QK1NR w KQ - 0 6,-34.0,c4d5
9344,r2qk2r/pp2ppbp/2n2npB/3p4/2PP2b1/P1N2N2/1P3PPP/R2QKB1R b KQkq - 3 9,578.0,g7h6
57984,8/3r1k2/R2P4/8/4bpp1/8/5P1P/4R1K1 w - - 0 55,-612.0,e1e4
53305,7q/1pkbRQ2/3p4/8/8/7N/6PK/r7 w - - 8 48,-698.0,e7d7
84,rnbqkbnr/ppppppp1/7p/8/8/N7/PPPPPPPP/R1BQKBNR w KQkq - 0 2,20.0,e2e4
27750,7r/r3k1p1/p1R1p2p/1pp5/1n5P/4P1P1/PP1K2B1/3R4 b - - 6 22,574.0,b4c6
9137,rn1qk2r/pb2ppbp/5np1/1NpP4/2p5/5NPP/PP2PPB1/R1BQK2R b KQkq - 0 9,95.0,f6d5
5426,r3kbnr/pp2pppp/2n5/2pq1b2/Q2P4/2P2N2/PP3PPP/RNB1KB1R b KQkq - 2 6,0.0,f5b1
33263,4r2r/3n2p1/p1k3p1/2pp2B1/N1P3Pp/1P3PbP/P3R3/R2K4 w - - 0 27,-77.0,c4d5
22167,r4k1r/pp2ppbp/1q4p1/1B1R4/8/PP3Q1P/5PP1/R5K1 b - - 0 18,520.0,g7a1
27168,r2qr1k1/pb3p1p/1p4p1/3p1p2/2PQ1P1P/5N2/PP4P1/3RR1K1 w - - 1 22,-47.0,e1e8
27515,r1r3k1/1bq2pbp/1n4pB/p1p1p3/P1Q1P3/2P2NPB/5P1P/R1R3K1 b - - 3 22,549.0,b6c4
14393,r1b2rk1/1p2bpp1/pqn1p2p/3pB2n/3P3P/2PB1N2/PPQN1PP1/R3K2R w KQ - 0 13,-87.0,g2g4
3210,rnbqkr2/pppp1ppp/5n2/4p3/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQq - 3 5,-150.0,d4e5
41102,2r3k1/5pp1/7p/R7/p5P1/PBR1P2P/3r1P2/5K2 w - - 1 34,-865.0,c3c8
68443,8/8/4Kn2/8/3k4/8/8/5B2 b - - 36 73,0.0,d4c3
53090,3R4/1r6/8/3P1p2/4bkp1/8/5P1P/2R3K1 w - - 1 48,-217.0,d5d6
75449,8/8/8/k7/8/6K1/8/5R2 b - - 2 93,-493.0,a5b4
75143,8/8/8/5B2/5b2/5K2/7k/8 b - - 36 92,0.0,h2g1
29435,1k5r/5ppp/p2rb3/1p1Nn3/2pNP3/1nP3P1/P2R2BP/R5K1 w - - 0 24,-352.0,a2b3
34579,r7/R3ppkp/5bp1/3B4/8/P1r4P/5PP1/3R2K1 w - - 5 28,-446.0,a7a8
43350,8/3R1pk1/5bp1/4p3/7p/P4B1P/r4PP1/4K3 w - - 0 36,-60.0,d7f7
3813,rnbqk1nr/ppp1ppbp/6p1/8/2pP4/3Q1NP1/PP2PP1P/RNB1KB1R b KQkq - 1 5,722.0,c4d3
18536,r1q2rk1/pp2bppp/4b3/2p1R2Q/3p4/1P1P2P1/P1PN1P1P/R1B3K1 w - - 3 16,107.0,f2f3
17732,rnbr2k1/pp2pp1p/6p1/2P5/2p5/4P2P/P1PN1PP1/1RB2RK1 b - - 3 15,6.0,b8c6
39963,1r4k1/3nrp2/1pbp2pp/p1P5/3PP1P1/P1NB3P/1R3K2/4R3 b - - 0 32,-14.0,b6c5
58523,8/3k4/6b1/2r5/R7/5P2/6PK/8 w - - 1 56,-34.0,a4a7
40362,8/3R1pk1/4pbp1/7p/4R3/P4B1P/r1r2PP1/5K2 w - - 6 33,66.0,e4e2
22245,r2q1rk1/4bbp1/p1p1nn2/3p2Bp/Pp6/3QPN1P/1PPN1PB1/2K2R1R b - - 2 18,135.0,c6c5
55548,2k1b3/2B5/1R6/p1p5/8/r4P2/6PK/8 b - - 5 51,494.0,c8c7
67096,8/8/8/8/3pK3/1pk4R/8/8 b - - 5 70,0.0,d4d3
64080,R7/5p1k/P6p/8/4P3/5P2/7K/r7 w - - 1 65,-283.0,h2g2
53625,3q4/1pkbR3/3p4/r7/8/7N/6PK/5Q2 b - - 9 48,644.0,d8e7
20465,rnbr4/pp2pk1p/5pp1/2P5/2pN4/B3PP1P/P1P3P1/1R3RK1 b - - 2 17,-9.0,b8c6
61931,8/5p2/5k2/3R4/6B1/b1r1p1PK/8/8 w - - 2 61,26.0,g4d1
30489,7r/3r2p1/p3k2p/1pp5/1n2B2P/4P1P1/PP2K3/3R4 b - - 1 24,660.0,d7d1
21045,r3k2r/3b1p1p/p4np1/1pn1P3/2p1P3/N1P3PN/PP3RBP/R5K1 w kq - 0 18,-507.0,e5f6
67344,r7/8/3k4/2N5/6K1/8/8/4R3 b - - 42 71,9.0,a8g8
78646,8/8/8/4r3/5N2/5K2/k7/8 w - - 6 106,27.0,f4g2
42802,5r1k/p5b1/4r2p/Ppp2p1P/3p4/1P1P1P2/2PB2K1/5N1R b - - 3 35,375.0,f5f4
77940,8/8/8/8/4RK2/k2N4/8/6r1 w - - 103 102,0.0,e4a4
6677,rnbqkb1r/1p3ppp/p3pn2/2pP4/4pB1P/2NQ4/PPP2PP1/R3KBNR b KQkq - 1 7,691.0,e4d3
12430,2kr1b1r/pp2pppp/2n2n2/8/2B3q1/1QP1B3/PP3PPP/RN2K2R b KQ - 5 11,432.0,c6a5
67454,3k4/3P4/2b5/5p2/5P2/7K/8/3R4 b - - 0 71,-535.0,c6a4
34957,4r3/p4k2/b1p2p1p/r3p1p1/P3P2P/5P2/2P2RPK/B4R2 b - - 3 28,413.0,a6f1
74275,8/4k3/8/3P4/8/4K1RB/8/8 b - - 4 89,-1334.0,e7d6
58654,8/8/3b4/p4k2/P1PP2p1/5p1p/8/4K2B w - - 6 56,616.0,e1d2
61334,8/K7/4k3/1P5p/5P1r/1R6/8/8 w - - 2 60,-468.0,b5b6
64891,8/1B6/8/p7/2K5/8/1k6/2b5 b - - 22 66,8.0,a5a4
31257,1k1r4/5ppp/p2rb3/1p1Nn3/2pNn3/1PP2RP1/P2R2BP/6K1 b - - 1 25,655.0,e4d2
71882,6r1/8/p7/1k5P/7K/p7/8/4R3 b - - 49 82,42.0,a3a2
1583,rnbqkb1r/ppp1pppp/5n2/3p4/8/1P1P1N2/P1P1PPPP/RNBQKB1R b KQkq - 0 3,62.0,c7c5
70198,5R2/P4p1k/5r1p/8/7K/8/8/8 w - - 0 78,-829.0,a7a8q
31669,7r/3r2p1/p6p/1pp1k3/1n5P/4P1PB/PP2K3/1R6 b - - 3 25,558.0,d7d8
73998,7R/3k4/8/4Kp1p/8/8/8/8 w - - 0 89,-537.0,h8h7
79020,8/8/8/2bk4/8/5K2/2B5/8 w - - 55 108,0.0,c2e4
7033,r1bqk2r/ppp1bpp1/2np1n2/1N5p/4PQ2/5N2/PPP2PPP/R1B1KB1R w KQkq - 0 8,-33.0,b5c3
72098,2R5/8/1k1N4/8/3K2r1/8/8/8 w - - 31 83,2.0,d4d5
5900,rnb1qrk1/ppp1ppbp/3p1np1/8/2PP4/1P4P1/PB2PPBP/RN1QK1NR w KQ - 1 7,-69.0,g1f3
17546,r2q1rkb/1pp2p2/4bnp1/pPPp4/3Pp2p/P1N1P2P/1B2BPP1/R2QK2R w KQ - 3 15,-29.0,e1g1
18673,r4k1r/pp2ppbp/1q3n2/1B4p1/8/P1N2Q1P/1P3PP1/R2R2K1 w - - 0 16,-79.0,a1c1
54063,3q4/1pkbR1Q1/8/r2p4/8/7N/6PK/8 w - - 0 49,-154.0,h3f4
41700,3R4/p3rk2/5p1p/Bbp1p3/2r1P2p/2P2P2/2R3PK/8 b - - 1 34,80.0,c4a4
14048,r3kb1r/p2b1ppp/8/1ppnp3/3nP3/N4PPN/PPP2RBP/R1B3K1 w kq - 3 13,-409.0,e4d5
31793,2r2rk1/3nqp1p/1pbp2p1/p7/2PPPN2/P2B4/5QPP/2R1R1K1 b - - 4 25,-69.0,c6b7
81432,8/8/3K4/2r5/3k4/8/8/8 w - - 28 142,453.0,d6e6
27617,r3r1k1/pp2b2p/6p1/2p2q2/3QN3/1P1P1P2/P1P4P/R1B3K1 b - - 0 22,717.0,c5d4
59994,8/3Rbp2/6k1/4p3/6B1/2r3PK/8/8 w - - 3 58,-57.0,d7e7
45322,7k/p3br2/4r2p/Ppp2p1P/3p1P2/1PPP1KN1/3B4/5R2 b - - 0 38,305.0,d4c3
36712,4rk2/p2R4/b1p2p1p/4p1p1/r3P2P/2B2P2/2P2RPK/8 w - - 2 30,-37.0,f2d2
66191,8/5k2/4b3/8/8/4R1r1/5K2/8 w - - 6 69,-31.0,f2g3
